"Sample","NorovirusAvgConc","NorovirusDilution","PMMoVAvgConc","Date","City","SampleType","NVnormalizedPMMoV","datafile","sevendayavg_nvpmmov","fourteendayavg_nvpmmov","diff_7","subtract_7","diff_14","subtract_14","seven_trend_direction","fourteen_trend_direction","thirty_days_ago","organism"
"26FL220501I","19.9285678863525",1,"9.94026279449463",2022-05-01,"FL","INFLUENT",0.0200483310133308,"05.05.22_L_1XNV_PMMoV_SM.xlsx",0.0229547315011267,0.0280155252232302,-0.306007069920181,-0.0101215874442069,-0.502784162727226,-0.0283292713884288,"-10% to -99%","-10% to -99%",0.0695019769840425,"Norovirus"
"26FL220502I","24.0768356323242",1,"14.1210374832153",2022-05-02,"FL","INFLUENT",0.0170503305163963,"05.05.22_L_1XNV_PMMoV_SM.xlsx",0.0222664254168618,0.0270297075396862,-0.299643548680867,-0.00952656424564879,-0.493369069123689,-0.0263221624160888,"-10% to -99%","-10% to -99%",0.0695019769840425,"Norovirus"
"26FL220503I","14.2980375289917",1,"6.05291604995728",2022-05-03,"FL","INFLUENT",0.0236217344020369,"05.10.22_L_1XNV_PMMoV.xlsx",0.0217555570039947,0.0235244245255802,-0.139868508874769,-0.00353773504317113,-0.556941148788913,-0.0295710603321921,"-10% to -99%","-10% to -99%",0.0695019769840425,"Norovirus"
"26FL220504I","24.4234428405762",1,"6.7010817527771",2022-05-04,"FL","INFLUENT",0.0364470151859503,"05.10.22_L_1XNV_PMMoV.xlsx",0.0223231127501432,0.0248827627590794,-0.186547008863555,-0.00511930001787231,-0.473252300145605,-0.0223557211791656,"-10% to -99%","-10% to -99%",0.0695019769840425,"Norovirus"
"26FL220505I","9.31622123718262",1,"4.9528546333313",2022-05-05,"FL","INFLUENT",0.0188098014718363,"05.10.22_L_1XNV_PMMoV.xlsx",0.0215787480083999,0.0252719191868239,-0.255008434764286,-0.00738634235684796,-0.410586334182269,-0.0176044521164484,"-10% to -99%","-10% to -99%",0.0695019769840425,"Norovirus"
"26FL220506I","3.11530137062073",1,"2.28808426856995",2022-05-06,"FL","INFLUENT",0.0136153262072283,"05.12.22_L_1XNV_PMMoV_MA.xlsx",0.0216266441465716,0.0247264326920467,-0.222796226553052,-0.00619957709095028,-0.384335576231765,-0.0154357591408127,"-10% to -99%","-10% to -99%",0.0695019769840425,"Norovirus"
"26FL220507I","3.37587809562683",1,"2.64973330497742",2022-05-07,"FL","INFLUENT",0.0127404448186743,"05.12.22_L_1XNV_PMMoV_MA.xlsx",0.0203332833736362,0.023495335876099,-0.237236480750364,-0.00632410500492566,-0.396917692250815,-0.0154634191299763,"-10% to -99%","-10% to -99%",0.0695019769840425,"Norovirus"
"26FL220508I","11.5028409957886",1,"6.97726392745972",2022-05-08,"FL","INFLUENT",0.0164861772685966,"05.12.22_L_1XNV_PMMoV_MA.xlsx",0.0198244042672456,0.0213895678841861,-0.136369586101562,-0.00313032723388114,-0.460731647004102,-0.018274483909984,"-10% to -99%","-10% to -99%",0.0695019769840425,"Norovirus"
"26FL220509I","8.99083805084229",1,"7.18349552154541",2022-05-09,"FL","INFLUENT",0.0125159652760639,"05.12.22_L_1XNV_PMMoV_MA.xlsx",0.019176637804341,0.0207215316106014,-0.13876442018309,-0.00308978761252085,-0.399330214756092,-0.0137758446844077,"-10% to -99%","-10% to -99%",0.0695019769840425,"Norovirus"
"26FL220510I","3.57644104957581",1,"2.93856263160706",2022-05-10,"FL","INFLUENT",0.0121707157475827,"05.17.22_L_1XNV_PMMoV.xlsx",0.0175407779965618,0.0196481675002782,-0.193733445053095,-0.00421477900743289,-0.421386572786394,-0.0143091632082342,"-10% to -99%","-10% to -99%",0.0695019769840425,"Norovirus"
"26FL220512I","2.92609024047852",1,"3.36885690689087",2022-05-12,"FL","INFLUENT",0.00868570652108526,"05.17.22_L_1XNV_PMMoV.xlsx",0.0135748767587239,0.0179489947544336,-0.391891403736388,-0.00874823599141928,-0.464723242667535,-0.0155831818412434,"-10% to -99%","-10% to -99%",0.0635696003456855,"Norovirus"
"26FL220513I","5.62252902984619",1,"4.34005928039551",2022-05-13,"FL","INFLUENT",0.0129549590606832,"05.19.22_L_1XNV_PMMoV_KF.xlsx",0.0127384706999878,0.0171586093541938,-0.409675172302439,-0.00884027730841215,-0.472399095044441,-0.0153633389461775,"-10% to -99%","-10% to -99%",0.0548550274531516,"Norovirus"
"26FL220514I","3.89312243461609",1,"3.97052836418152",2022-05-14,"FL","INFLUENT",0.0098050487933452,"05.19.22_L_1XNV_PMMoV_KF.xlsx",0.0121941453551473,0.0169103947508594,-0.436151754636402,-0.00943249879142426,-0.473621637655455,-0.0152155358735278,"-10% to -99%","-10% to -99%",0.0496739363710498,"Norovirus"
"26FL220515I","7.11974954605103",1,"4.74260282516479",2022-05-15,"FL","INFLUENT",0.0150123251061059,"05.19.22_L_1XNV_PMMoV_KF.xlsx",0.0125186996819233,0.0164259915277797,-0.384324732416074,-0.00781458369171293,-0.45970142530753,-0.0139757017158665,"-10% to -99%","-10% to -99%",0.0462517846430067,"Norovirus"
"26FL220516I","18.7733001708984",1,"10.4940204620361",2022-05-16,"FL","INFLUENT",0.0178895212171674,"05.19.22_L_1XNV_PMMoV_KF.xlsx",0.0127191773888619,0.0162717908280538,-0.358408090482855,-0.00710522687838364,-0.419186658169044,-0.0117437343951764,"-10% to -99%","-10% to -99%",0.0462517846430067,"Norovirus"
"26FL220517I","10.7902507781982",1,"11.5620784759521",2022-05-17,"FL","INFLUENT",0.00933244900615471,"05.24.22_L_1XNV_PMMoV_FC.xlsx",0.0122643893503035,0.0157205135773222,-0.360451530897286,-0.00691224845403747,-0.418398680257984,-0.011309193962364,"-10% to -99%","-10% to -99%",0.0462517846430067,"Norovirus"
"26FL220518I","11.6196155548096",1,"9.71059226989746",2022-05-18,"FL","INFLUENT",0.0119659184855593,"05.24.22_L_1XNV_PMMoV_FC.xlsx",0.0122351325985859,0.0148879552975738,-0.302474918673271,-0.00530564539797593,-0.367127757731765,-0.00863646922800641,"-10% to -99%","-10% to -99%",0.0426213693698591,"Norovirus"
"26FL220519I","10.7693948745728",1,"6.26192426681519",2022-05-19,"FL","INFLUENT",0.017198219613809,"05.24.22_L_1XNV_PMMoV_FC.xlsx",0.0134512058975464,0.0135130413281352,-0.00911027505999606,-0.000123670861177523,-0.456931633397323,-0.0113697214309442,"-9% to 9%","-10% to -99%",0.0426213693698591,"Norovirus"
"26FL220520I","3.09959077835083",1,"4.06230735778809",2022-05-20,"FL","INFLUENT",0.00763012373351914,"05.26.22_L_1XNV_PMMoV_SM.xlsx",0.012690515136523,0.0127144929182554,-0.00376462485915591,-4.79555634648032e-05,-0.496892466920978,-0.0125574262685685,"-9% to 9%","-10% to -99%",0.0396219404233384,"Norovirus"
"26FL220521I","11.2205619812012",1,"12.3250923156738",2022-05-21,"FL","INFLUENT",0.00910383605559852,"05.31.22_L_1XNV_PMMoV_KF.xlsx",0.0125903418882734,0.0123922436217104,0.0324907176015317,0.000396196533126121,-0.498826062940476,-0.0123341890703363,"-9% to 9%","-10% to -99%",0.0364256400112527,"Norovirus"
"26FL220522I","8.54317951202393",1,"7.9964714050293",2022-05-22,"FL","INFLUENT",0.0106836866904205,"05.26.22_L_1XNV_PMMoV_SM.xlsx",0.0119719649717469,0.0122453323268351,-0.0436734424555121,-0.000546734710176314,-0.478818588020619,-0.0112500035492639,"-9% to 9%","-10% to -99%",0.0364256400112527,"Norovirus"
"26FL220523I","7.55122423171997",1,"7.56435966491699",2022-05-23,"FL","INFLUENT",0.00998263510227053,"05.26.22_L_1XNV_PMMoV_SM.xlsx",0.010842409812476,0.011780793600669,-0.147554163214159,-0.00187676757638598,-0.449227134252731,-0.0096087742835172,"-10% to -99%","-10% to -99%",0.0341459981087305,"Norovirus"
"26FL220524I","1.78289389610291",1,"2.35376691818237",2022-05-24,"FL","INFLUENT",0.00757464081226739,"05.31.22_L_1XNV_PMMoV_KF.xlsx",0.0105912943562063,0.0114278418532549,-0.136418939933258,-0.00167309499409714,-0.448503997290997,-0.00929368975734647,"-10% to -99%","-10% to -99%",0.0330763189453337,"Norovirus"
"26FL220525I","2.29384183883667",1,"1.93121302127838",2022-05-25,"FL","INFLUENT",0.0118777256240652,"05.31.22_L_1XNV_PMMoV_KF.xlsx",0.0105786953759929,0.0114069139872894,-0.135383675595343,-0.00165643722259296,-0.419441330234596,-0.00824125351298885,"-10% to -99%","-10% to -99%",0.0317929896625106,"Norovirus"
"26FL220526I","2.24162173271179",1,"2.76862645149231",2022-05-26,"FL","INFLUENT",0.00809651201412,"05.31.22_L_1XNV_PMMoV_KF.xlsx",0.00927845143318018,0.0113648286653633,-0.310214154489105,-0.00417275446436621,-0.366826453467202,-0.00658416608907027,"-10% to -99%","-10% to -99%",0.0289650903652479,"Norovirus"
"26FL220527I","6.38687229156494",1,"4.86013698577881",2022-05-27,"FL","INFLUENT",0.013141342127297,"06.02.22_L_1XNV_PMMoV_FC.xlsx",0.010065768346577,0.01137814174155,-0.206827442519807,-0.00262474678994594,-0.336884388083059,-0.00578046761264384,"-10% to -99%","-10% to -99%",0.0289650903652479,"Norovirus"
"26FL220528I","7.04435968399048",1,"6.13657188415527",2022-05-28,"FL","INFLUENT",0.0114793076932402,"06.02.22_L_1XNV_PMMoV_FC.xlsx",0.0104051214376687,0.0114977316629711,-0.17356323362752,-0.00218522045060475,-0.320079050053713,-0.00541266308788838,"-10% to -99%","-10% to -99%",0.0289650903652479,"Norovirus"
"26FL220529I","0.881416499614716",1,"3.76182579994202",2022-05-29,"FL","INFLUENT",0.00234305506551712,"06.02.22_L_1XNV_PMMoV_FC.xlsx",0.00921360263411107,0.010592783802929,-0.230401804895473,-0.00275836233763588,-0.355120585261813,-0.00583320772485071,"-10% to -99%","-10% to -99%",0.0278262212375218,"Norovirus"
"26FL220530I","0.616333544254303",1,"2.9835901260376",2022-05-30,"FL","INFLUENT",0.00206574468414947,"06.02.22_L_1XNV_PMMoV_FC.xlsx",0.0080826182886652,0.00946251405057058,-0.254536728600239,-0.00275979152381076,-0.418471257984923,-0.00680927677748318,"-10% to -99%","-10% to -99%",0.0266573883785618,"Norovirus"
"26FL220531I","1.73615109920502",1,"5.21652269363403",2022-05-31,"FL","INFLUENT",0.00332817702743577,"06.07.22_L_1XNV_PMMoV_MA.xlsx",0.00747598060511783,0.00903363748066209,-0.29413909634784,-0.00311531375108851,-0.425359900856315,-0.00668687609666013,"-10% to -99%","-10% to -99%",0.0229547315011267,"Norovirus"
"26FL220601I","1.35226511955261",1,"6.12858057022095",2022-06-01,"FL","INFLUENT",0.00220648991076878,"06.07.22_L_1XNV_PMMoV_MA.xlsx",0.00609437550321833,0.00833653543960562,-0.423901030646104,-0.00448431987277457,-0.440048329473144,-0.00655141985796821,"-10% to -99%","-10% to -99%",0.0223231127501432,"Norovirus"
"26FL220602I","1.84002292156219",1,"11.5277004241943",2022-06-02,"FL","INFLUENT",0.00159617517271732,"06.07.22_L_1XNV_PMMoV_MA.xlsx",0.00516575595444652,0.00722210369381335,-0.443252358257378,-0.00411269547873366,-0.465545651904698,-0.00629093763432181,"-10% to -99%","-10% to -99%",0.0223231127501432,"Norovirus"
"26FL220604I","2.38984107971191",1,"6.50145530700684",2022-06-04,"FL","INFLUENT",0.00367585558442016,"06.09.22_L_1XNV_PMMoV_KF.xlsx",0.0038135435911784,0.00693965596887771,-0.621137357837642,-0.00625222475539863,-0.454193256978907,-0.00577483694937765,"-10% to -99%","-10% to -99%",0.0223231127501432,"Norovirus"
"26FL220605I","1.30359995365143",1,"3.22309422492981",2022-06-05,"FL","INFLUENT",0.00404456048342743,"06.09.22_L_1XNV_PMMoV_KF.xlsx",0.00275143684691944,0.00657827914229406,-0.735568982697437,-0.00765368459074925,-0.469161570486771,-0.00581396447941631,"-10% to -99%","-10% to -99%",0.0216266441465716,"Norovirus"
"26FL220606I","8.03478336334229",1,"18.0815334320068",2022-06-06,"FL","INFLUENT",0.00444364046531562,"06.09.22_L_1XNV_PMMoV_KF.xlsx",0.00305152047546208,0.00613256155478658,-0.66880268265916,-0.00616208215864899,-0.499191905037372,-0.00611277077204852,"-10% to -99%","-10% to -99%",0.0216266441465716,"Norovirus"
"26FL220607I","18.5915279388428",1,"16.1490669250488",2022-06-07,"FL","INFLUENT",0.0115124471433117,"06.14.22_L_1XNV_PMMoV.xlsx",0.00440104939819954,0.00624183384343237,-0.455492113938941,-0.00368156889046566,-0.470168644404572,-0.00553895975723658,"-10% to -99%","-10% to -99%",0.0203332833736362,"Norovirus"
"26FL220608I","20.9401435852051",1,"12.8577299118042",2022-06-08,"FL","INFLUENT",0.0162860347268461,"06.14.22_L_1XNV_PMMoV.xlsx",0.00625217192668673,0.00686407626590228,-0.163698749779168,-0.0012238086784311,-0.399354982852932,-0.00456376558735264,"-10% to -99%","-10% to -99%",0.0198244042672456,"Norovirus"
"26FL220609I","16.6779346466064",1,"8.56149959564209",2022-06-09,"FL","INFLUENT",0.019480155853883,"06.14.22_L_1XNV_PMMoV.xlsx",0.00871983848998876,0.00740710699660355,0.430800987793412,0.00262546298677043,-0.350647598039468,-0.00399980699068583,"10% to 99%","-10% to -99%",0.019176637804341,"Norovirus"
"26FL220610I","3.74300456047058",1,"4.71976518630981",2022-06-10,"FL","INFLUENT",0.00793048893899969,"06.16.22_L_1XNV_PMMoV_FC.xlsx",0.00962474045660053,0.00739524820552353,0.863181408776358,0.00445898450215401,-0.349286432442039,-0.00396958045983976,"10% to 99%","-10% to -99%",0.0175407779965618,"Norovirus"
"26FL220611I","6.2278003692627",1,"5.82870101928711",2022-06-11,"FL","INFLUENT",0.0106847140531912,"06.16.22_L_1XNV_PMMoV_FC.xlsx",0.0106260059521393,0.00721977477165883,1.78638638790432,0.00681246236096085,-0.365469780949019,-0.00415836696989117,"100% to 999%","-10% to -99%",0.0135748767587239,"Norovirus"
"26FL220612I","3.82821726799011",1,"5.17569303512573",2022-06-12,"FL","INFLUENT",0.00739653074865386,"06.16.22_L_1XNV_PMMoV_FC.xlsx",0.0111048588471716,0.00692814784704552,3.03602170974951,0.00835342200025216,-0.397433506875281,-0.00456958381592554,"100% to 999%","-10% to -99%",0.0134512058975464,"Norovirus"
"26FL220613I","2.48414587974548",1,"5.30801725387573",2022-06-13,"FL","INFLUENT",0.0046799883288466,"06.16.22_L_1XNV_PMMoV_FC.xlsx",0.011138622827676,0.00709507165156906,2.65018780547076,0.00808710235221394,-0.330197634203844,-0.00349771215135995,"100% to 999%","-10% to -99%",0.0134512058975464,"Norovirus"
"26FL220614I","0.934181034564972",1,"5.35567378997803",2022-06-14,"FL","INFLUENT",0.00174428292535869,"06.21.22_L_1XNV_PMMoV_KF.xlsx",0.00974317079653988,0.00707211009736971,1.21382900190254,0.00534212139834034,-0.252618272525231,-0.00239040395320087,"100% to 999%","-10% to -99%",0.0134512058975464,"Norovirus"
"26FL220615I","1.29114603996277",1,"4.25650262832642",2022-06-15,"FL","INFLUENT",0.00303334956583928,"06.21.22_L_1XNV_PMMoV_KF.xlsx",0.0078499300592532,0.00705105099296996,0.255552494605372,0.00159775813256647,-0.219467129596041,-0.00198258648769212,"10% to 99%","-10% to -99%",0.0134512058975464,"Norovirus"
"26FL220616I","3.51266765594482",1,"7.12772083282471",2022-06-16,"FL","INFLUENT",0.00492817793840666,"06.21.22_L_1XNV_PMMoV_KF.xlsx",0.005771076071328,0.00724545728065838,-0.338167091288013,-0.00294876241866076,-0.130879088423674,-0.00109107815894724,"-10% to -99%","-10% to -99%",0.0134512058975464,"Norovirus"
"26FL220617I","2.10374736785889",1,"2.80460357666016",2022-06-17,"FL","INFLUENT",0.00750105072020239,"06.23.22_L_1XNV_PMMoV_FC.xlsx",0.00570972775435696,0.00766723410547874,-0.406765535122425,-0.00391501270224357,0.061634453136792,0.000445130411665391,"-10% to -99%","-9% to 9%",0.0134512058975464,"Norovirus"
"26FL220618I","1.13591432571411",1,"6.17357349395752",2022-06-18,"FL","INFLUENT",0.00183996242504589,"06.23.22_L_1XNV_PMMoV_FC.xlsx",0.00444619180747905,0.00753609887980915,-0.581574504333499,-0.0061798141446602,0.0859470431396471,0.000596442910931442,"-10% to -99%","-9% to 9%",0.0134512058975464,"Norovirus"
"26FL220619I","0.601098775863647",1,"4.73534393310547",2022-06-19,"FL","INFLUENT",0.00126938778757184,"06.23.22_L_1XNV_PMMoV_FC.xlsx",0.00357088567018162,0.00733787225867661,-0.678439346296498,-0.00753397317698998,0.115469882008937,0.000759593116382549,"-10% to -99%","10% to 99%",0.012690515136523,"Norovirus"
"26FL220620I","0.605585336685181",1,"2.3392117023468",2022-06-20,"FL","INFLUENT",0.00258884365223392,"06.23.22_L_1XNV_PMMoV_FC.xlsx",0.00327215071637981,0.00720538677202792,-0.706233816603474,-0.00786647211129622,0.174939168185599,0.00107282521724134,"-10% to -99%","10% to 99%",0.0125903418882734,"Norovirus"
"26FL220621I","1.72619605064392",1,"11.1995830535889",2022-06-21,"FL","INFLUENT",0.00154130385245972,"06.28.22_L_1XNV_PMMoV_KF.xlsx",0.00324315370596567,0.00649316225125278,-0.667135702155871,-0.00650001709057421,0.0402651551009888,0.000251328407820405,"-10% to -99%","-9% to 9%",0.0119719649717469,"Norovirus"
"26FL220622I","2.53693246841431",1,"13.3985071182251",2022-06-22,"FL","INFLUENT",0.00189344413226716,"06.28.22_L_1XNV_PMMoV_KF.xlsx",0.00308031007259823,0.00546512006592571,-0.607600316264312,-0.00476961998665497,-0.203808370679966,-0.00139895619997657,"-10% to -99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220623I","1.90740239620209",1,"9.82423877716064",2022-06-23,"FL","INFLUENT",0.00194152691060035,"06.28.22_L_1XNV_PMMoV_KF.xlsx",0.00265364564005447,0.00421236085569124,-0.540181829652467,-0.00311743043127353,-0.431308220925826,-0.00319474614091231,"-10% to -99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220624I","1.28220415115356",1,"15.4337301254272",2022-06-24,"FL","INFLUENT",0.000830780466376769,"06.30.22_L_1XNV_PMMoV_FC.xlsx",0.00170074988950795,0.00370523882193246,-0.702131176357726,-0.00400897786484901,-0.498970322704652,-0.00369000938359107,"-10% to -99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220625I","0.852479040622711",1,"5.28806161880493",2022-06-25,"FL","INFLUENT",0.00161208227527304,"06.30.22_L_1XNV_PMMoV_FC.xlsx",0.00166819558239754,0.0030571936949383,-0.624803504969932,-0.00277799622508151,-0.57655276076765,-0.00416258107672053,"-10% to -99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220626I","2.19965720176697",1,"14.0594501495361",2022-06-26,"FL","INFLUENT",0.00156453999151563,"06.30.22_L_1XNV_PMMoV_FC.xlsx",0.00171036018296094,0.00264062292657128,-0.521026338859527,-0.00186052548722068,-0.618855863808194,-0.00428752492047424,"-10% to -99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220628I","1.52595102787018",1,"7.75923871994019",2022-06-28,"FL","INFLUENT",0.00196662466892363,"07.05.22_L_1XNV_PMMoV_KF.xlsx",0.00162147175677376,0.00244681123657679,-0.504462997790121,-0.00165067895960605,-0.655139319694442,-0.00464826041499227,"-10% to -99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220629I","1.67320704460144",1,"9.96536159515381",2022-06-29,"FL","INFLUENT",0.00167902291213911,"07.05.22_L_1XNV_PMMoV_KF.xlsx",0.00164114590815653,0.0024421498070611,-0.493966041406642,-0.00160200779780914,-0.65467876299474,-0.00462996029030861,"-10% to -99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220707I","1.3746110200882",1,"10.5442752838135",2022-07-07,"FL","INFLUENT",0.00130365623344296,"07.20.22_L_1XNV_PMMoV_test_FC.xlsx",0.00155689049403879,0.00231860028331851,-0.494566956785114,-0.00152341957855944,-0.671169548251715,-0.00473245070965146,"-10% to -99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220714I","0.778315246105194",1,"6.37366199493408",2022-07-14,"FL","INFLUENT",0.00122114295788483,"07.20.22_L_1XNV_PMMoV_test_FC.xlsx",0.00145397850079371,0.00205381207042409,-0.452082644778499,-0.00119966713926076,-0.716537964290162,-0.00519164521023429,"-10% to -99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220718I","3.13040709495544",1,"9.7683744430542",2022-07-18,"FL","INFLUENT",0.00320463462288889,"07.28.22_L_1XNV_PMMoV_KF.xlsx",0.00179310052315259,0.00174692520633027,0.054299949812934,9.23506336446347e-05,-0.772157053991351,-0.00592030889914848,"-9% to 9%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220721I","0.33865013718605",1,"9.77062606811523",2022-07-21,"FL","INFLUENT",0.000346600243244573,"07.28.22_L_1XNV_PMMoV_KF.xlsx",0.00161231737571995,0.00164025647905875,-0.0334961962896995,-5.58782066775977e-05,-0.782346741302274,-0.00589584240075041,"-9% to 9%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220724I","2.8290057182312",1,"16.4155387878418",2022-07-24,"FL","INFLUENT",0.00172337061536263,"08.11.22_L_1XNV_PMMoV_KF.xlsx",0.00163500746484095,0.00167268382390095,-0.0440566372338882,-7.53527181199969e-05,-0.772047840990542,-0.00566518843477567,"-9% to 9%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220731I","2.1871554851532",1,"8.90435886383057",2022-07-31,"FL","INFLUENT",0.00245627508796552,"08.11.22_L_1XNV_PMMoV_KF.xlsx",0.00170495752470407,0.00166321464073892,0.0514876485400065,8.34857679303143e-05,-0.769170664481788,-0.005542172131289,"-9% to 9%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220804I","2.53729224205017",1,"11.0215291976929",2022-08-04,"FL","INFLUENT",0.00230212359513714,"08.11.22_L_1XNV_PMMoV_KF.xlsx",0.00179397190798951,0.00171755890807302,0.0931215189785559,0.000152825999832978,-0.735481905177768,-0.00477560334317976,"-9% to 9%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220806I","2.11733961105347",1,"11.3299732208252",2022-08-06,"FL","INFLUENT",0.00186879489455603,"08.19.22_L_1XNV_PMMoV_KF.xlsx",0.00187470600243423,0.00171579824823651,0.204134786365731,0.000317815508395445,-0.686045644461815,-0.0037493218176892,"10% to 99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220810I","0.787636816501617",1,"8.35510540008545",2022-08-10,"FL","INFLUENT",0.000942701233300494,"08.25.22_L_1XNV_PMMoV_KF.xlsx",0.0018349286132079,0.00164445355700081,0.26200532690561,0.000380950112414186,-0.609612373360887,-0.00256790729869043,"10% to 99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220811I","2.91388845443726",1,"20.9906215667725",2022-08-11,"FL","INFLUENT",0.00138818588347563,"08.19.22_L_1XNV_PMMoV_KF.xlsx",0.00157543593614886,0.00168426822965072,-0.121390063854888,-0.000217664587003726,-0.545435986560159,-0.00202097059228173,"-10% to -99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220815I","2.38926291465759",1,"10.9496402740479",2022-08-15,"FL","INFLUENT",0.00218204694844677,"08.25.22_L_1XNV_PMMoV_KF.xlsx",0.0018376426083206,0.00172497999202027,0.1397524060671,0.000225325232600655,-0.435763591009536,-0.00133221370291802,"10% to 99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220820I","4.58389949798584",1,"14.0449953079224",2022-08-20,"FL","INFLUENT",0.00326372447799979,"09.01.22_L_1XNV_PMMoV_KF.xlsx",0.00205769316012591,0.00184635031248343,0.258522180708259,0.000422685695284964,-0.300789865185022,-0.000794272614087854,"10% to 99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220825I","3.96715140342712",1,"21.1154823303223",2022-08-25,"FL","INFLUENT",0.00187878796295845,"09.01.22_L_1XNV_PMMoV_KF.xlsx",0.00197519499941062,0.00184007626205734,0.158501001221978,0.000270237474706541,-0.247969669850092,-0.000606734974519441,"10% to 99%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220829I","2.59453940391541",1,"15.4413299560547",2022-08-29,"FL","INFLUENT",0.00168025643600606,"09.08.22_L_1XNV_PMMoV_KF.xlsx",0.00188635683382046,0.00184016437090498,0.0514974205669073,9.23849258309527e-05,-0.246498160930001,-0.000601985436156117,"-9% to 9%","-10% to -99%",0.011138622827676,"Norovirus"
"26FL220901I","0.395448386669159",1,"10.8911237716675",2022-09-01,"FL","INFLUENT",0.000363092363065317,"09.08.22_L_1XNV_PMMoV_KF.xlsx",0.00167125647217893,0.00177298123730658,-0.108523432469481,-0.000203449530255302,-0.235322599560372,-0.000545619046011926,"-10% to -99%","-10% to -99%",0.00974317079653988,"Norovirus"
"26FL220912I","0.970007538795471",1,"14.1499691009521",2022-09-12,"FL","INFLUENT",0.000685519192215197,"09.19.22_L_1XNV_PMMoV_KF.xlsx",0.00163451618059532,0.00173472239690161,-0.109220833535433,-0.000200412432612582,-0.155364591589237,-0.000319089673522484,"-10% to -99%","-10% to -99%",0.0078499300592532,"Norovirus"
"26FL220915I","1.45427119731903",1,"9.34999656677246",2022-09-15,"FL","INFLUENT",0.00155537083562912,"09.22.22_L_1XNV_PMMoV_KF.xlsx",0.00165839974518867,0.00161691784066877,0.0526608585828099,8.29638090398118e-05,-0.0744206822309274,-0.000130007365661502,"-9% to 9%","-9% to 9%",0.005771076071328,"Norovirus"
"26FL220919I","1.43300020694733",1,"12.4931192398071",2022-09-19,"FL","INFLUENT",0.00114703156148652,"09.22.22_L_1XNV_PMMoV_KF.xlsx",0.00151054040419435,0.00167409150625748,-0.178000990315079,-0.000327102204126251,0.0206278881569467,3.3835027198731e-05,"-10% to -99%","-9% to 9%",0.00570972775435696,"Norovirus"
"26FL220922I","1.30168259143829",1,"10.4649925231934",2022-09-22,"FL","INFLUENT",0.00124384474098132,"09.29.22_L_1XNV_PMMoV_KF.xlsx",0.00122198615604886,0.00163983965808738,-0.406137815040371,-0.000835707004077055,-0.0196356091595149,-3.28441658135619e-05,"-10% to -99%","-9% to 9%",0.00444619180747905,"Norovirus"
"26FL220926I","1.24193263053894",1,"12.2021150588989",2022-09-26,"FL","INFLUENT",0.0010178011144332,"09.29.22_L_1XNV_PMMoV_KF.xlsx",0.00109898803483096,0.00153709151712079,-0.44360529711806,-0.000876206964579652,-0.0758309363859947,-0.000126123123618128,"-10% to -99%","-9% to 9%",0.00357088567018162,"Norovirus"
"26FL220929I","3.10221815109253",1,"16.8986206054688",2022-09-29,"FL","INFLUENT",0.00183578188037939,"10.07.22_L_1XNV_PMMoV_KF.xlsx",0.00112120595545572,0.00150378139463809,-0.405623615132809,-0.000765150878364735,-0.124465898916253,-0.000213777513434926,"-10% to -99%","-10% to -99%",0.00327215071637981,"Norovirus"
"26FL221003I","1.07396459579468",1,"11.1696977615356",2022-10-03,"FL","INFLUENT",0.000961498349125452,"10.07.22_L_1XNV_PMMoV_KF.xlsx",0.00120669252489289,0.00143897449853591,-0.277972863542817,-0.000464563947286043,-0.161338170140411,-0.000276823749700601,"-10% to -99%","-10% to -99%",0.00324315370596567,"Norovirus"
"26FL221006I","0.51414543390274",1,"13.7222423553467",2022-10-06,"FL","INFLUENT",0.000374680333278337,"10.14.22_L_1XNV_PMMoV_KF.xlsx",0.00116228697361619,0.00139840157710575,-0.288910695767557,-0.000472229206979123,-0.149625374853277,-0.000246051979895051,"-10% to -99%","-10% to -99%",0.00308031007259823,"Norovirus"
"26FL221010I","0.279982417821884",1,"9.55572319030762",2022-10-10,"FL","INFLUENT",0.000292999715715782,"10.14.22_L_1XNV_PMMoV_KF.xlsx",0.000981948242200001,0.00132017399369434,-0.407894118984994,-0.000676451502988671,-0.216173546200471,-0.000364094235956387,"-10% to -99%","-10% to -99%",0.00265364564005447,"Norovirus"
